antecedent,consequent,support,confidence,lift
{whipped/sour cream}, {specialty chocolate}, 0.011, 0.068, 1.162
{whipped/sour cream}, {long life bakery product}, 0.011, 0.07, 1.065
{long life bakery product}, {whipped/sour cream}, 0.011, 0.165, 1.065
{whipped/sour cream}, {candy}, 0.011, 0.073, 1.354
{candy}, {whipped/sour cream}, 0.011, 0.21, 1.354
{whipped/sour cream}, {frozen meals}, 0.011, 0.073, 1.161
{frozen meals}, {whipped/sour cream}, 0.011, 0.18, 1.161
{whipped/sour cream}, {ice cream}, 0.011, 0.073, 1.293
{ice cream}, {whipped/sour cream}, 0.011, 0.2, 1.293
{whipped/sour cream}, {salty snack}, 0.011, 0.073, 1.053
{salty snack}, {whipped/sour cream}, 0.011, 0.163, 1.053
{butter milk}, {whipped/sour cream}, 0.012, 0.178, 1.15
{whipped/sour cream}, {butter milk}, 0.012, 0.075, 1.15
{whipped/sour cream}, {ham}, 0.013, 0.081, 1.282
{ham}, {whipped/sour cream}, 0.013, 0.198, 1.282
{whipped/sour cream}, {beverages}, 0.013, 0.083, 1.336
{beverages}, {whipped/sour cream}, 0.013, 0.207, 1.336
{whipped/sour cream}, {meat}, 0.013, 0.085, 1.329
{meat}, {whipped/sour cream}, 0.013, 0.206, 1.329
{onions}, {whipped/sour cream}, 0.013, 0.172, 1.11
{whipped/sour cream}, {onions}, 0.013, 0.085, 1.11
{whipped/sour cream}, {sugar}, 0.013, 0.086, 1.308
{sugar}, {whipped/sour cream}, 0.013, 0.202, 1.308
{whipped/sour cream}, {UHT-milk}, 0.014, 0.09, 1.141
{UHT-milk}, {whipped/sour cream}, 0.014, 0.176, 1.141
{whipped/sour cream}, {waffles}, 0.014, 0.091, 1.322
{waffles}, {whipped/sour cream}, 0.014, 0.204, 1.322
{whipped/sour cream}, {cream cheese}, 0.015, 0.095, 1.068
{cream cheese}, {whipped/sour cream}, 0.015, 0.165, 1.068
{whipped/sour cream}, {napkins}, 0.015, 0.095, 1.162
{napkins}, {whipped/sour cream}, 0.015, 0.18, 1.162
{whipped/sour cream}, {dessert}, 0.015, 0.1, 1.151
{dessert}, {whipped/sour cream}, 0.015, 0.178, 1.151
{whipped/sour cream}, {chocolate}, 0.016, 0.103, 1.189
{chocolate}, {whipped/sour cream}, 0.016, 0.184, 1.189
{whipped/sour cream}, {berries}, 0.016, 0.104, 1.309
{berries}, {whipped/sour cream}, 0.016, 0.203, 1.309
{coffee}, {whipped/sour cream}, 0.016, 0.141, 0.909
{whipped/sour cream}, {coffee}, 0.016, 0.104, 0.909
{hamburger meat}, {whipped/sour cream}, 0.017, 0.211, 1.363
{whipped/sour cream}, {hamburger meat}, 0.017, 0.109, 1.363
{whipped/sour cream}, {chicken}, 0.018, 0.114, 1.138
{chicken}, {whipped/sour cream}, 0.018, 0.176, 1.138
{whipped/sour cream}, {frozen vegetables}, 0.02, 0.129, 1.261
{frozen vegetables}, {whipped/sour cream}, 0.02, 0.195, 1.261
{whipped/sour cream}, {fruit/vegetable juice}, 0.02, 0.129, 1.035
{fruit/vegetable juice}, {whipped/sour cream}, 0.02, 0.16, 1.035
{whipped/sour cream}, {brown bread}, 0.021, 0.136, 1.0
{brown bread}, {whipped/sour cream}, 0.021, 0.155, 1.0
{whipped/sour cream}, {butter}, 0.021, 0.136, 1.075
{butter}, {whipped/sour cream}, 0.021, 0.166, 1.075
{whipped/sour cream}, {domestic eggs}, 0.021, 0.138, 1.034
{domestic eggs}, {whipped/sour cream}, 0.021, 0.16, 1.034
{whipped/sour cream}, {curd}, 0.022, 0.139, 1.153
{curd}, {whipped/sour cream}, 0.022, 0.178, 1.153
{whipped/sour cream}, {white bread}, 0.022, 0.139, 1.569
{white bread}, {whipped/sour cream}, 0.022, 0.243, 1.569
{beef}, {whipped/sour cream}, 0.023, 0.189, 1.221
{whipped/sour cream}, {beef}, 0.023, 0.146, 1.221
{whipped/sour cream}, {margarine}, 0.023, 0.151, 1.29
{margarine}, {whipped/sour cream}, 0.023, 0.2, 1.29
{whipped/sour cream}, {pork}, 0.024, 0.156, 1.178
{pork}, {whipped/sour cream}, 0.024, 0.182, 1.178
{frankfurter}, {whipped/sour cream}, 0.027, 0.196, 1.266
{whipped/sour cream}, {frankfurter}, 0.027, 0.174, 1.266
{whipped/sour cream}, {newspapers}, 0.028, 0.179, 1.281
{newspapers}, {whipped/sour cream}, 0.028, 0.198, 1.281
{bottled beer}, {beverages}, 0.01, 0.063, 1.015
{beverages}, {bottled beer}, 0.01, 0.161, 1.015
{bottled beer}, {butter milk}, 0.01, 0.063, 0.971
{butter milk}, {bottled beer}, 0.01, 0.154, 0.971
{bottled beer}, {cat food}, 0.01, 0.065, 1.473
{cat food}, {bottled beer}, 0.01, 0.234, 1.473
{bottled beer}, {meat}, 0.01, 0.065, 1.016
{meat}, {bottled beer}, 0.01, 0.161, 1.016
{bottled beer}, {sugar}, 0.01, 0.065, 0.98
{sugar}, {bottled beer}, 0.01, 0.156, 0.98
{bottled beer}, {grapes}, 0.011, 0.068, 1.236
{grapes}, {bottled beer}, 0.011, 0.196, 1.236
{bottled beer}, {ice cream}, 0.011, 0.068, 1.202
{ice cream}, {bottled beer}, 0.011, 0.191, 1.202
{bottled beer}, {hygiene articles}, 0.011, 0.069, 1.327
{hygiene articles}, {bottled beer}, 0.011, 0.211, 1.327
{specialty chocolate}, {bottled beer}, 0.011, 0.189, 1.188
{bottled beer}, {specialty chocolate}, 0.011, 0.069, 1.188
{bottled beer}, {candy}, 0.011, 0.071, 1.319
{candy}, {bottled beer}, 0.011, 0.21, 1.319
{bottled beer}, {frozen meals}, 0.012, 0.073, 1.157
{frozen meals}, {bottled beer}, 0.012, 0.184, 1.157
{bottled beer}, {misc. beverages}, 0.012, 0.074, 1.259
{misc. beverages}, {bottled beer}, 0.012, 0.2, 1.259
{bottled beer}, {oil}, 0.012, 0.076, 1.364
{oil}, {bottled beer}, 0.012, 0.217, 1.364
{bottled beer}, {long life bakery product}, 0.013, 0.079, 1.21
{long life bakery product}, {bottled beer}, 0.013, 0.192, 1.21
{bottled beer}, {salty snack}, 0.013, 0.082, 1.189
{salty snack}, {bottled beer}, 0.013, 0.189, 1.189
{bottled beer}, {napkins}, 0.013, 0.084, 1.033
{napkins}, {bottled beer}, 0.013, 0.164, 1.033
{bottled beer}, {UHT-milk}, 0.015, 0.094, 1.194
{UHT-milk}, {bottled beer}, 0.015, 0.19, 1.194
{bottled beer}, {ham}, 0.015, 0.094, 1.479
{ham}, {bottled beer}, 0.015, 0.235, 1.479
{bottled beer}, {onions}, 0.015, 0.094, 1.23
{onions}, {bottled beer}, 0.015, 0.195, 1.23
{bottled beer}, {dessert}, 0.015, 0.097, 1.121
{dessert}, {bottled beer}, 0.015, 0.178, 1.121
{bottled beer}, {waffles}, 0.016, 0.102, 1.475
{waffles}, {bottled beer}, 0.016, 0.234, 1.475
{bottled beer}, {berries}, 0.017, 0.105, 1.316
{berries}, {bottled beer}, 0.017, 0.209, 1.316
{bottled beer}, {chocolate}, 0.017, 0.105, 1.215
{chocolate}, {bottled beer}, 0.017, 0.193, 1.215
{bottled beer}, {white bread}, 0.017, 0.105, 1.183
{white bread}, {bottled beer}, 0.017, 0.188, 1.183
{bottled beer}, {chicken}, 0.017, 0.107, 1.06
{chicken}, {bottled beer}, 0.017, 0.168, 1.06
{hamburger meat}, {bottled beer}, 0.017, 0.217, 1.368
{bottled beer}, {hamburger meat}, 0.017, 0.11, 1.368
{bottled beer}, {frozen vegetables}, 0.018, 0.111, 1.086
{frozen vegetables}, {bottled beer}, 0.018, 0.172, 1.086
{bottled beer}, {cream cheese}, 0.018, 0.113, 1.278
{cream cheese}, {bottled beer}, 0.018, 0.203, 1.278
{beef}, {bottled beer}, 0.021, 0.174, 1.095
{bottled beer}, {beef}, 0.021, 0.131, 1.095
{bottled beer}, {butter}, 0.021, 0.132, 1.047
{butter}, {bottled beer}, 0.021, 0.166, 1.047
{coffee}, {bottled beer}, 0.021, 0.183, 1.153
{bottled beer}, {coffee}, 0.021, 0.132, 1.153
{bottled beer}, {curd}, 0.023, 0.145, 1.203
{curd}, {bottled beer}, 0.023, 0.191, 1.203
{bottled beer}, {margarine}, 0.023, 0.147, 1.257
{margarine}, {bottled beer}, 0.023, 0.2, 1.257
{bottled beer}, {brown bread}, 0.024, 0.149, 1.093
{brown bread}, {bottled beer}, 0.024, 0.174, 1.093
{bottled beer}, {pork}, 0.024, 0.15, 1.135
{pork}, {bottled beer}, 0.024, 0.18, 1.135
{bottled beer}, {fruit/vegetable juice}, 0.024, 0.152, 1.215
{fruit/vegetable juice}, {bottled beer}, 0.024, 0.193, 1.215
{bottled beer}, {domestic eggs}, 0.025, 0.157, 1.177
{domestic eggs}, {bottled beer}, 0.025, 0.187, 1.177
{bottled beer}, {frankfurter}, 0.025, 0.157, 1.14
{frankfurter}, {bottled beer}, 0.025, 0.181, 1.14
{bottled beer}, {newspapers}, 0.026, 0.166, 1.19
{newspapers}, {bottled beer}, 0.026, 0.189, 1.19
{bottled beer}, {whipped/sour cream}, 0.029, 0.184, 1.191
{whipped/sour cream}, {bottled beer}, 0.029, 0.189, 1.191
{canned beer}, {red/blush wine}, 0.01, 0.062, 1.562
{red/blush wine}, {canned beer}, 0.01, 0.258, 1.562
{canned beer}, {specialty bar}, 0.01, 0.062, 1.181
{specialty bar}, {canned beer}, 0.01, 0.195, 1.181
{hard cheese}, {canned beer}, 0.011, 0.197, 1.193
{canned beer}, {hard cheese}, 0.011, 0.064, 1.193
{beverages}, {canned beer}, 0.011, 0.178, 1.075
{canned beer}, {beverages}, 0.011, 0.067, 1.075
{canned beer}, {oil}, 0.011, 0.067, 1.199
{oil}, {canned beer}, 0.011, 0.198, 1.199
{specialty chocolate}, {canned beer}, 0.011, 0.189, 1.142
{canned beer}, {specialty chocolate}, 0.011, 0.067, 1.142
{canned beer}, {waffles}, 0.011, 0.067, 0.968
{waffles}, {canned beer}, 0.011, 0.16, 0.968
{long life bakery product}, {canned beer}, 0.012, 0.176, 1.068
{canned beer}, {long life bakery product}, 0.012, 0.07, 1.068
{butter milk}, {canned beer}, 0.012, 0.182, 1.101
{canned beer}, {butter milk}, 0.012, 0.071, 1.101
{candy}, {canned beer}, 0.012, 0.224, 1.355
{canned beer}, {candy}, 0.012, 0.073, 1.355
{frozen meals}, {canned beer}, 0.012, 0.192, 1.161
{canned beer}, {frozen meals}, 0.012, 0.073, 1.161
{canned beer}, {grapes}, 0.012, 0.073, 1.329
{grapes}, {canned beer}, 0.012, 0.22, 1.329
{canned beer}, {misc. beverages}, 0.013, 0.079, 1.342
{misc. beverages}, {canned beer}, 0.013, 0.222, 1.342
{hamburger meat}, {canned beer}, 0.013, 0.166, 1.006
{canned beer}, {hamburger meat}, 0.013, 0.081, 1.006
{canned beer}, {berries}, 0.014, 0.084, 1.051
{berries}, {canned beer}, 0.014, 0.174, 1.051
{napkins}, {canned beer}, 0.014, 0.17, 1.031
{canned beer}, {napkins}, 0.014, 0.084, 1.031
{cream cheese}, {canned beer}, 0.014, 0.162, 0.982
{canned beer}, {cream cheese}, 0.014, 0.087, 0.982
{canned beer}, {dessert}, 0.014, 0.087, 1.006
{dessert}, {canned beer}, 0.014, 0.166, 1.006
{canned beer}, {ice cream}, 0.014, 0.087, 1.541
{ice cream}, {canned beer}, 0.014, 0.255, 1.541
{UHT-milk}, {canned beer}, 0.015, 0.19, 1.147
{canned beer}, {UHT-milk}, 0.015, 0.09, 1.147
{meat}, {canned beer}, 0.015, 0.238, 1.44
{canned beer}, {meat}, 0.015, 0.092, 1.44
{canned beer}, {ham}, 0.016, 0.096, 1.519
{ham}, {canned beer}, 0.016, 0.251, 1.519
{onions}, {canned beer}, 0.016, 0.212, 1.284
{canned beer}, {onions}, 0.016, 0.098, 1.284
{canned beer}, {sugar}, 0.016, 0.098, 1.484
{sugar}, {canned beer}, 0.016, 0.245, 1.484
{canned beer}, {chocolate}, 0.017, 0.104, 1.203
{chocolate}, {canned beer}, 0.017, 0.199, 1.203
{salty snack}, {canned beer}, 0.017, 0.248, 1.502
{canned beer}, {salty snack}, 0.017, 0.104, 1.502
{white bread}, {canned beer}, 0.018, 0.202, 1.225
{canned beer}, {white bread}, 0.018, 0.109, 1.225
{beef}, {canned beer}, 0.019, 0.157, 0.948
{canned beer}, {beef}, 0.019, 0.113, 0.948
{chicken}, {canned beer}, 0.019, 0.191, 1.158
{canned beer}, {chicken}, 0.019, 0.116, 1.158
{coffee}, {canned beer}, 0.021, 0.183, 1.108
{canned beer}, {coffee}, 0.021, 0.127, 1.108
{canned beer}, {pork}, 0.024, 0.143, 1.079
{pork}, {canned beer}, 0.024, 0.178, 1.079
{frozen vegetables}, {canned beer}, 0.024, 0.235, 1.422
{canned beer}, {frozen vegetables}, 0.024, 0.146, 1.422
{fruit/vegetable juice}, {canned beer}, 0.024, 0.195, 1.181
{canned beer}, {fruit/vegetable juice}, 0.024, 0.148, 1.181
{canned beer}, {butter}, 0.025, 0.149, 1.179
{butter}, {canned beer}, 0.025, 0.195, 1.179
{canned beer}, {curd}, 0.025, 0.149, 1.234
{curd}, {canned beer}, 0.025, 0.204, 1.234
{margarine}, {canned beer}, 0.025, 0.211, 1.274
{canned beer}, {margarine}, 0.025, 0.149, 1.274
{canned beer}, {domestic eggs}, 0.026, 0.155, 1.166
{domestic eggs}, {canned beer}, 0.026, 0.193, 1.166
{frankfurter}, {canned beer}, 0.027, 0.2, 1.208
{canned beer}, {frankfurter}, 0.027, 0.166, 1.208
{newspapers}, {canned beer}, 0.028, 0.202, 1.222
{canned beer}, {newspapers}, 0.028, 0.171, 1.222
{whipped/sour cream}, {canned beer}, 0.028, 0.182, 1.104
{canned beer}, {whipped/sour cream}, 0.028, 0.171, 1.104
{bottled beer}, {canned beer}, 0.03, 0.187, 1.134
{canned beer}, {bottled beer}, 0.03, 0.18, 1.134
{brown bread}, {canned beer}, 0.03, 0.221, 1.336
{canned beer}, {brown bread}, 0.03, 0.182, 1.336
{chewing gum}, {shopping bags}, 0.01, 0.224, 1.332
{shopping bags}, {chewing gum}, 0.01, 0.059, 1.332
{shopping bags}, {hygiene articles}, 0.01, 0.059, 1.136
{hygiene articles}, {shopping bags}, 0.01, 0.191, 1.136
{specialty chocolate}, {shopping bags}, 0.01, 0.175, 1.042
{shopping bags}, {specialty chocolate}, 0.01, 0.061, 1.042
{ice cream}, {shopping bags}, 0.011, 0.186, 1.107
{shopping bags}, {ice cream}, 0.011, 0.062, 1.107
{shopping bags}, {specialty bar}, 0.011, 0.062, 1.188
{specialty bar}, {shopping bags}, 0.011, 0.2, 1.188
{candy}, {shopping bags}, 0.011, 0.2, 1.188
{shopping bags}, {candy}, 0.011, 0.064, 1.188
{sliced cheese}, {shopping bags}, 0.011, 0.208, 1.235
{shopping bags}, {sliced cheese}, 0.011, 0.064, 1.235
{beverages}, {shopping bags}, 0.011, 0.178, 1.056
{shopping bags}, {beverages}, 0.011, 0.066, 1.056
{frozen meals}, {shopping bags}, 0.011, 0.176, 1.043
{shopping bags}, {frozen meals}, 0.011, 0.066, 1.043
{meat}, {shopping bags}, 0.011, 0.173, 1.03
{shopping bags}, {meat}, 0.011, 0.066, 1.03
{hard cheese}, {shopping bags}, 0.012, 0.226, 1.343
{shopping bags}, {hard cheese}, 0.012, 0.072, 1.343
{shopping bags}, {ham}, 0.013, 0.076, 1.203
{ham}, {shopping bags}, 0.013, 0.202, 1.203
{shopping bags}, {waffles}, 0.013, 0.079, 1.149
{waffles}, {shopping bags}, 0.013, 0.193, 1.149
{hamburger meat}, {shopping bags}, 0.014, 0.169, 1.006
{shopping bags}, {hamburger meat}, 0.014, 0.081, 1.006
{onions}, {shopping bags}, 0.014, 0.189, 1.12
{shopping bags}, {onions}, 0.014, 0.085, 1.12
{salty snack}, {shopping bags}, 0.015, 0.215, 1.276
{shopping bags}, {salty snack}, 0.015, 0.088, 1.276
{butter milk}, {shopping bags}, 0.015, 0.233, 1.386
{shopping bags}, {butter milk}, 0.015, 0.09, 1.386
{shopping bags}, {chocolate}, 0.015, 0.091, 1.058
{chocolate}, {shopping bags}, 0.015, 0.178, 1.058
{shopping bags}, {dessert}, 0.016, 0.095, 1.093
{dessert}, {shopping bags}, 0.016, 0.184, 1.093
{napkins}, {shopping bags}, 0.016, 0.199, 1.181
{shopping bags}, {napkins}, 0.016, 0.096, 1.181
{UHT-milk}, {shopping bags}, 0.017, 0.212, 1.262
{shopping bags}, {UHT-milk}, 0.017, 0.099, 1.262
{shopping bags}, {berries}, 0.017, 0.104, 1.299
{berries}, {shopping bags}, 0.017, 0.219, 1.299
{coffee}, {shopping bags}, 0.018, 0.156, 0.928
{shopping bags}, {coffee}, 0.018, 0.107, 0.928
{white bread}, {shopping bags}, 0.019, 0.214, 1.271
{shopping bags}, {white bread}, 0.019, 0.113, 1.271
{beef}, {shopping bags}, 0.019, 0.163, 0.969
{shopping bags}, {beef}, 0.019, 0.116, 0.969
{chicken}, {shopping bags}, 0.02, 0.196, 1.167
{shopping bags}, {chicken}, 0.02, 0.117, 1.167
{cream cheese}, {shopping bags}, 0.02, 0.226, 1.343
{shopping bags}, {cream cheese}, 0.02, 0.119, 1.343
{frozen vegetables}, {shopping bags}, 0.02, 0.195, 1.159
{shopping bags}, {frozen vegetables}, 0.02, 0.119, 1.159
{fruit/vegetable juice}, {shopping bags}, 0.023, 0.181, 1.074
{shopping bags}, {fruit/vegetable juice}, 0.023, 0.134, 1.074
{curd}, {shopping bags}, 0.024, 0.195, 1.161
{shopping bags}, {curd}, 0.024, 0.14, 1.161
{margarine}, {shopping bags}, 0.024, 0.204, 1.212
{shopping bags}, {margarine}, 0.024, 0.142, 1.212
{whipped/sour cream}, {shopping bags}, 0.024, 0.158, 0.936
{shopping bags}, {whipped/sour cream}, 0.024, 0.145, 0.936
{frankfurter}, {shopping bags}, 0.025, 0.179, 1.064
{shopping bags}, {frankfurter}, 0.025, 0.146, 1.064
{butter}, {shopping bags}, 0.025, 0.199, 1.181
{shopping bags}, {butter}, 0.025, 0.149, 1.181
{shopping bags}, {domestic eggs}, 0.025, 0.149, 1.122
{domestic eggs}, {shopping bags}, 0.025, 0.189, 1.122
{shopping bags}, {pork}, 0.026, 0.154, 1.163
{pork}, {shopping bags}, 0.026, 0.196, 1.163
{newspapers}, {shopping bags}, 0.03, 0.215, 1.276
{shopping bags}, {newspapers}, 0.03, 0.178, 1.276
{bottled beer}, {shopping bags}, 0.03, 0.191, 1.133
{shopping bags}, {bottled beer}, 0.03, 0.18, 1.133
{brown bread}, {shopping bags}, 0.031, 0.228, 1.357
{shopping bags}, {brown bread}, 0.031, 0.184, 1.357
{canned beer}, {shopping bags}, 0.034, 0.203, 1.209
{shopping bags}, {canned beer}, 0.034, 0.2, 1.209
{sliced cheese}, {pip fruit}, 0.01, 0.198, 1.161
{pip fruit}, {sliced cheese}, 0.01, 0.06, 1.161
{pip fruit}, {hygiene articles}, 0.011, 0.062, 1.178
{hygiene articles}, {pip fruit}, 0.011, 0.201, 1.178
{pip fruit}, {oil}, 0.011, 0.062, 1.108
{oil}, {pip fruit}, 0.011, 0.189, 1.108
{pip fruit}, {grapes}, 0.011, 0.063, 1.15
{grapes}, {pip fruit}, 0.011, 0.196, 1.15
{specialty chocolate}, {pip fruit}, 0.011, 0.189, 1.105
{pip fruit}, {specialty chocolate}, 0.011, 0.065, 1.105
{hard cheese}, {pip fruit}, 0.011, 0.212, 1.24
{pip fruit}, {hard cheese}, 0.011, 0.066, 1.24
{frozen meals}, {pip fruit}, 0.012, 0.188, 1.101
{pip fruit}, {frozen meals}, 0.012, 0.069, 1.101
{pip fruit}, {ham}, 0.012, 0.069, 1.092
{ham}, {pip fruit}, 0.012, 0.186, 1.092
{salty snack}, {pip fruit}, 0.012, 0.17, 0.999
{pip fruit}, {salty snack}, 0.012, 0.069, 0.999
{pip fruit}, {ice cream}, 0.012, 0.072, 1.279
{ice cream}, {pip fruit}, 0.012, 0.218, 1.279
{candy}, {pip fruit}, 0.013, 0.233, 1.368
{pip fruit}, {candy}, 0.013, 0.074, 1.368
{pip fruit}, {misc. beverages}, 0.013, 0.074, 1.249
{misc. beverages}, {pip fruit}, 0.013, 0.213, 1.249
{beverages}, {pip fruit}, 0.013, 0.207, 1.211
{pip fruit}, {beverages}, 0.013, 0.075, 1.211
{long life bakery product}, {pip fruit}, 0.013, 0.2, 1.172
{pip fruit}, {long life bakery product}, 0.013, 0.077, 1.172
{napkins}, {pip fruit}, 0.013, 0.164, 0.962
{pip fruit}, {napkins}, 0.013, 0.078, 0.962
{meat}, {pip fruit}, 0.014, 0.222, 1.3
{pip fruit}, {meat}, 0.014, 0.083, 1.3
{pip fruit}, {sugar}, 0.014, 0.084, 1.277
{sugar}, {pip fruit}, 0.014, 0.218, 1.277
{onions}, {pip fruit}, 0.015, 0.192, 1.125
{pip fruit}, {onions}, 0.015, 0.086, 1.125
{pip fruit}, {waffles}, 0.015, 0.086, 1.242
{waffles}, {pip fruit}, 0.015, 0.212, 1.242
{cream cheese}, {pip fruit}, 0.015, 0.171, 1.002
{pip fruit}, {cream cheese}, 0.015, 0.089, 1.002
{pip fruit}, {dessert}, 0.016, 0.093, 1.078
{dessert}, {pip fruit}, 0.016, 0.184, 1.078
{hamburger meat}, {pip fruit}, 0.016, 0.204, 1.199
{pip fruit}, {hamburger meat}, 0.016, 0.096, 1.199
{white bread}, {pip fruit}, 0.016, 0.185, 1.084
{pip fruit}, {white bread}, 0.016, 0.096, 1.084
{UHT-milk}, {pip fruit}, 0.017, 0.219, 1.283
{pip fruit}, {UHT-milk}, 0.017, 0.101, 1.283
{pip fruit}, {berries}, 0.018, 0.107, 1.338
{berries}, {pip fruit}, 0.018, 0.228, 1.338
{frozen vegetables}, {pip fruit}, 0.018, 0.18, 1.055
{pip fruit}, {frozen vegetables}, 0.018, 0.108, 1.055
{pip fruit}, {chocolate}, 0.019, 0.113, 1.305
{chocolate}, {pip fruit}, 0.019, 0.223, 1.305
{chicken}, {pip fruit}, 0.02, 0.199, 1.166
{pip fruit}, {chicken}, 0.02, 0.117, 1.166
{pip fruit}, {curd}, 0.022, 0.129, 1.07
{curd}, {pip fruit}, 0.022, 0.183, 1.07
{pip fruit}, {domestic eggs}, 0.022, 0.131, 0.983
{domestic eggs}, {pip fruit}, 0.022, 0.168, 0.983
{margarine}, {pip fruit}, 0.023, 0.197, 1.157
{pip fruit}, {margarine}, 0.023, 0.135, 1.157
{pip fruit}, {butter}, 0.023, 0.137, 1.082
{butter}, {pip fruit}, 0.023, 0.185, 1.082
{coffee}, {pip fruit}, 0.024, 0.208, 1.217
{pip fruit}, {coffee}, 0.024, 0.14, 1.217
{fruit/vegetable juice}, {pip fruit}, 0.025, 0.199, 1.168
{pip fruit}, {fruit/vegetable juice}, 0.025, 0.146, 1.168
{beef}, {pip fruit}, 0.025, 0.21, 1.233
{pip fruit}, {beef}, 0.025, 0.147, 1.233
{newspapers}, {pip fruit}, 0.027, 0.191, 1.119
{pip fruit}, {newspapers}, 0.027, 0.156, 1.119
{frankfurter}, {pip fruit}, 0.027, 0.198, 1.159
{pip fruit}, {frankfurter}, 0.027, 0.159, 1.159
{brown bread}, {pip fruit}, 0.027, 0.202, 1.183
{pip fruit}, {brown bread}, 0.027, 0.161, 1.183
{pip fruit}, {pork}, 0.029, 0.17, 1.284
{pork}, {pip fruit}, 0.029, 0.219, 1.284
{whipped/sour cream}, {pip fruit}, 0.031, 0.197, 1.157
{pip fruit}, {whipped/sour cream}, 0.031, 0.179, 1.157
{canned beer}, {pip fruit}, 0.031, 0.189, 1.11
{pip fruit}, {canned beer}, 0.031, 0.183, 1.11
{pip fruit}, {shopping bags}, 0.032, 0.186, 1.108
{shopping bags}, {pip fruit}, 0.032, 0.189, 1.108
{bottled beer}, {pip fruit}, 0.033, 0.21, 1.231
{pip fruit}, {bottled beer}, 0.033, 0.195, 1.231
{pastry}, {red/blush wine}, 0.01, 0.056, 1.417
{red/blush wine}, {pastry}, 0.01, 0.252, 1.417
{candy}, {pastry}, 0.011, 0.205, 1.153
{pastry}, {candy}, 0.011, 0.062, 1.153
{pastry}, {hygiene articles}, 0.011, 0.062, 1.187
{hygiene articles}, {pastry}, 0.011, 0.211, 1.187
{salty snack}, {pastry}, 0.011, 0.159, 0.897
{pastry}, {salty snack}, 0.011, 0.062, 0.897
{pastry}, {grapes}, 0.011, 0.064, 1.158
{grapes}, {pastry}, 0.011, 0.206, 1.158
{oil}, {pastry}, 0.011, 0.203, 1.142
{pastry}, {oil}, 0.011, 0.064, 1.142
{beverages}, {pastry}, 0.012, 0.19, 1.071
{pastry}, {beverages}, 0.012, 0.066, 1.071
{frozen meals}, {pastry}, 0.012, 0.188, 1.058
{pastry}, {frozen meals}, 0.012, 0.066, 1.058
{ice cream}, {pastry}, 0.012, 0.209, 1.178
{pastry}, {ice cream}, 0.012, 0.066, 1.178
{pastry}, {specialty bar}, 0.012, 0.066, 1.264
{specialty bar}, {pastry}, 0.012, 0.224, 1.264
{specialty chocolate}, {pastry}, 0.013, 0.219, 1.235
{pastry}, {specialty chocolate}, 0.013, 0.072, 1.235
{sliced cheese}, {pastry}, 0.013, 0.252, 1.422
{pastry}, {sliced cheese}, 0.013, 0.074, 1.422
{misc. beverages}, {pastry}, 0.013, 0.226, 1.274
{pastry}, {misc. beverages}, 0.013, 0.075, 1.274
{hamburger meat}, {pastry}, 0.014, 0.169, 0.954
{pastry}, {hamburger meat}, 0.014, 0.077, 0.954
{butter milk}, {pastry}, 0.014, 0.213, 1.202
{pastry}, {butter milk}, 0.014, 0.078, 1.202
{meat}, {pastry}, 0.014, 0.218, 1.227
{pastry}, {meat}, 0.014, 0.078, 1.227
{UHT-milk}, {pastry}, 0.014, 0.183, 1.031
{pastry}, {UHT-milk}, 0.014, 0.081, 1.031
{pastry}, {ham}, 0.014, 0.081, 1.277
{ham}, {pastry}, 0.014, 0.227, 1.277
{long life bakery product}, {pastry}, 0.014, 0.22, 1.237
{pastry}, {long life bakery product}, 0.014, 0.081, 1.237
{pastry}, {sugar}, 0.015, 0.082, 1.249
{sugar}, {pastry}, 0.015, 0.222, 1.249
{pastry}, {waffles}, 0.015, 0.085, 1.235
{waffles}, {pastry}, 0.015, 0.219, 1.235
{napkins}, {pastry}, 0.016, 0.196, 1.102
{pastry}, {napkins}, 0.016, 0.09, 1.102
{frozen vegetables}, {pastry}, 0.017, 0.165, 0.929
{pastry}, {frozen vegetables}, 0.017, 0.095, 0.929
{white bread}, {pastry}, 0.017, 0.191, 1.074
{pastry}, {white bread}, 0.017, 0.095, 1.074
{pastry}, {chocolate}, 0.017, 0.097, 1.12
{chocolate}, {pastry}, 0.017, 0.199, 1.12
{onions}, {pastry}, 0.017, 0.229, 1.29
{pastry}, {onions}, 0.017, 0.098, 1.29
{pastry}, {berries}, 0.018, 0.103, 1.286
{berries}, {pastry}, 0.018, 0.228, 1.286
{cream cheese}, {pastry}, 0.018, 0.209, 1.176
{pastry}, {cream cheese}, 0.018, 0.104, 1.176
{pastry}, {dessert}, 0.019, 0.105, 1.22
{dessert}, {pastry}, 0.019, 0.217, 1.22
{chicken}, {pastry}, 0.021, 0.209, 1.178
{pastry}, {chicken}, 0.021, 0.118, 1.178
{coffee}, {pastry}, 0.021, 0.185, 1.044
{pastry}, {coffee}, 0.021, 0.12, 1.044
{margarine}, {pastry}, 0.023, 0.2, 1.124
